Distance(miles);Speed (m/s)
30.9970277659;70.18528
30.9987722104;70.18528
31.0005166548;70.18528
31.0022610993;70.18528
31.0040055437;70.18528
31.0057499882;70.18528
31.0074944326;70.18528
31.009238877;70.18528
31.010988877;70.18528
31.0127499882;70.63232
31.0145166548;71.07936
31.0162833215;71.07936
31.0180499882;71.07936
31.0198166548;71.07936
31.0215833215;71.07936
31.0233499882;71.07936
31.0251166548;71.07936
31.0268833215;71.07936
31.0286499881;71.07936
31.0304166548;71.07936
31.0321833215;71.07936
31.0339499881;71.07936
31.0357166548;71.07936
31.0374833215;71.07936
31.0392499881;71.07936
31.0410166548;71.07936
31.0427833215;71.07936
31.0445499881;71.07936
31.0463166548;71.07936
31.048088877;71.07936
31.0498666548;71.5264
31.0516444326;71.5264
31.0534222104;71.5264
31.0551999881;71.5264
31.0569777659;71.5264
31.0587555437;71.5264
31.0605333215;71.5264
31.0623110992;71.5264
31.064088877;71.5264
31.0658666548;71.5264
31.0676444326;71.5264
31.0694222104;71.5264
31.0711999881;71.5264
31.0729777659;71.5264
31.0747555437;71.5264
31.0765333215;71.5264
31.0783055437;71.5264
31.0800722104;71.07936
31.0818333215;71.07936
31.083588877;70.63232
31.085338877;70.63232
31.0870833215;70.18528
31.0888222103;70.18528
31.0905555437;69.73824
31.0922833215;69.73824
31.0940055437;69.2912
31.0957222103;69.2912
31.0974333215;68.84416
31.099138877;68.84416
31.1008333215;68.39712
31.1025222103;67.95008
31.1042055437;67.95008
31.1058833215;67.50304
31.1075555437;67.50304
31.1092166548;67.056
31.1108666548;66.60896
31.1125110992;66.16192
31.1141499881;66.16192
31.1157777659;65.71488
31.1173944326;65.26784
31.1190055437;64.8208
31.1206110992;64.8208
31.1222055437;64.37376
31.1237944326;63.92672
31.1253777659;63.92672
31.1269499881;63.47968
31.1285110992;63.03264
31.1300666548;62.5856
31.1316222103;62.5856
31.1331722103;62.5856
31.1347166548;62.13856
31.1362555437;62.13856
31.1377833214;61.69152
31.1392999881;61.24448
31.1408055437;60.79744
31.1423055437;60.3504
31.1437999881;60.3504
31.145288877;59.90336
31.1467722103;59.90336
31.1482499881;59.45632
31.1497222103;59.45632
31.1511833214;59.00928
31.1526333214;58.56224
31.1540777659;58.1152
31.1555166548;58.1152
31.1569499881;57.66816
31.1583777659;57.66816
31.1597999881;57.22112
31.1612166548;57.22112
31.1626222103;56.77408
31.1640222103;56.32704
31.1654166548;56.32704
31.1667999881;55.88
31.1681777659;55.43296
31.1695499881;55.43296
31.1709110992;54.98592
31.1722610992;54.53888
31.1736055436;54.09184
31.1749444325;54.09184
31.1762722103;53.6448
31.1775944325;53.19776
31.1789110992;53.19776
31.1802166548;52.75072
31.1815166548;52.30368
31.1828110992;52.30368
31.1840999881;51.85664
31.1853833214;51.85664
31.1866555436;51.4096
31.1879166548;50.96256
31.1891722103;50.51552
31.1904222103;50.51552
31.1916610992;50.06848
31.1928944325;49.62144
31.1941222103;49.62144
31.1953444325;49.1744
31.1965610992;49.1744
31.1977722103;48.72736
31.1989777659;48.72736
31.2001722103;48.28032
31.2013610992;47.83328
31.2025444325;47.83328
31.2037166547;47.38624
31.2048833214;46.9392
31.2060444325;46.9392
31.2071999881;46.49216
31.2083499881;46.49216
31.2094944325;46.04512
31.2106333214;46.04512
31.2117610992;45.59808
31.2128833214;45.15104
31.2139999881;45.15104
31.2151055436;44.704
31.2162055436;44.25696
31.2172999881;44.25696
31.218388877;43.80992
31.2194722103;43.80992
31.2205499881;43.36288
31.2216222103;43.36288
31.2226833214;42.91584
31.223738877;42.4688
31.224788877;42.4688
31.2258333214;42.02176
31.2268777659;42.02176
31.2279166547;42.02176
31.2289499881;41.57472
31.2299777658;41.57472
31.2309999881;41.12768
31.2320222103;41.12768
31.233038877;41.12768
31.2340499881;40.68064
31.2350610992;40.68064
31.2360666547;40.68064
31.2370666547;40.2336
31.2380666547;40.2336
31.2390610992;40.2336
31.2400499881;39.78656
31.2410333214;39.78656
31.2420110992;39.33952
31.242988877;39.33952
31.2439610992;39.33952
31.2449277658;38.89248
31.2458944325;38.89248
31.2468555436;38.89248
31.2478110992;38.44544
31.2487610992;38.44544
31.2497055436;37.9984
31.2506444325;37.9984
31.2515777658;37.55136
31.2525110992;37.55136
31.253438877;37.55136
31.2543610992;37.10432
31.2552833214;37.10432
31.2562055436;37.10432
31.2571222103;37.10432
31.2580333214;36.65728
31.2589444325;36.65728
31.2598555436;36.65728
31.2607610992;36.65728
31.2616610992;36.21024
31.2625610992;36.21024
31.2634555436;36.21024
31.2643444325;35.7632
31.2652333214;35.7632
31.2661166547;35.7632
31.2669944325;35.31616
31.2678722103;35.31616
31.2687499881;35.31616
31.2696222103;35.31616
31.2704888769;34.86912
31.2713555436;34.86912
31.2722222103;34.86912
31.2730888769;34.86912
31.2739555436;34.86912
31.2748222103;34.86912
31.2756888769;34.86912
31.2765555436;34.86912
31.2774222103;34.86912
31.2782888769;34.86912
31.2791555436;34.86912
31.2800222103;34.86912
31.2808888769;34.86912
31.2817555436;34.86912
31.2826222103;34.86912
31.2834944325;34.86912
31.2843722103;35.31616
31.2852499881;35.31616
31.2861277658;35.31616
31.2870055436;35.31616
31.2878833214;35.31616
31.2887610992;35.31616
31.2896388769;35.31616
31.2905166547;35.31616
31.2913944325;35.31616
31.2922777658;35.31616
31.2931666547;35.7632
31.2940555436;35.7632
31.2949444325;35.7632
31.2958388769;35.7632
31.2967388769;36.21024
31.2976388769;36.21024
31.2985388769;36.21024
31.2994444325;36.21024
31.3003555436;36.65728
31.3012666547;36.65728
31.3021833214;36.65728
31.3031055436;37.10432
31.3040333214;37.10432
31.3049666547;37.55136
31.3059055436;37.55136
31.306849988;37.9984
31.307799988;37.9984
31.3087610992;38.44544
31.3097277658;38.89248
31.310699988;38.89248
31.3116833214;39.33952
31.3126722103;39.78656
31.3136666547;39.78656
31.3146666547;40.2336
31.3156722103;40.2336
31.3166833214;40.68064
31.317699988;40.68064
31.3187277658;41.12768
31.3197666547;41.57472
31.3208110991;42.02176
31.3218610991;42.02176
31.3229166547;42.4688
31.3239777658;42.4688
31.325049988;42.91584
31.3261277658;43.36288
31.3272110991;43.36288
31.3283055436;43.80992
31.3294055436;44.25696
31.3305110991;44.25696
31.3316222103;44.704
31.3327388769;44.704
31.3338610991;45.15104
31.3349888769;45.15104
31.3361277658;45.59808
31.3372722103;46.04512
31.3384222103;46.04512
31.3395777658;46.49216
31.3407388769;46.49216
31.3419055436;46.9392
31.3430777658;46.9392
31.3442555436;47.38624
31.3454388769;47.38624
31.3466277658;47.83328
31.3478222102;47.83328
31.3490222102;48.28032
31.3502222102;48.28032
31.3514277658;48.28032
31.3526388769;48.72736
31.353849988;48.72736
31.3550666547;48.72736
31.3562888769;49.1744
31.3575166547;49.1744
31.358749988;49.62144
31.3599888769;49.62144
31.3612333214;50.06848
31.3624833214;50.06848
31.3637388769;50.51552
31.364999988;50.51552
31.3662666547;50.96256
31.3675333214;50.96256
31.3688055436;50.96256
31.3700833214;51.4096
31.3713666547;51.4096
31.3726555436;51.85664
31.373949988;51.85664
31.375249988;52.30368
31.376549988;52.30368
31.3778555436;52.30368
31.3791666547;52.75072
31.3804833213;52.75072
31.3818055436;53.19776
31.3831333213;53.19776
31.3844666547;53.6448
31.3858055436;53.6448
31.387149988;54.09184
31.3884944325;54.09184
31.3898444325;54.09184
31.391199988;54.53888
31.3925555436;54.53888
31.3939166547;54.53888
31.3952833213;54.98592
31.3966555436;54.98592
31.3980333213;55.43296
31.3994110991;55.43296
31.4007944325;55.43296
31.4021833213;55.88
31.4035777658;55.88
31.4049777658;56.32704
31.4063777658;56.32704
31.4077833213;56.32704
31.4091944324;56.77408
31.4106055436;56.77408
31.4120222102;56.77408
31.4134444324;57.22112
31.4148666547;57.22112
31.4162944324;57.22112
31.4177277658;57.66816
31.4191610991;57.66816
31.420599988;57.66816
31.4220444324;58.1152
31.4234944324;58.1152
31.424949988;58.56224
31.4264055436;58.56224
31.4278666547;58.56224
31.4293333213;59.00928
31.430799988;59.00928
31.4322666547;59.00928
31.4337333213;59.00928
31.435199988;59.00928
31.4366722102;59.00928
31.438149988;59.45632
31.4396277658;59.45632
31.4411110991;59.45632
31.442599988;59.90336
31.4440888769;59.90336
31.4455833213;59.90336
31.4470833213;60.3504
31.4485833213;60.3504
31.4500888769;60.3504
31.451599988;60.79744
31.4531110991;60.79744
31.4546277658;60.79744
31.456149988;61.24448
31.4576777658;61.24448
31.4592110991;61.69152
31.4607444324;61.69152
31.4622777658;61.69152
31.4638166546;61.69152
31.4653610991;62.13856
31.4669110991;62.13856
31.4684666546;62.5856
31.4700222102;62.5856
31.4715777658;62.5856
31.4731388769;62.5856
31.4747055435;63.03264
31.4762722102;63.03264
31.4778388769;63.03264
31.4794110991;63.03264
31.4809888769;63.47968
31.4825666546;63.47968
31.4841444324;63.47968
31.4857277658;63.47968
31.4873166546;63.92672
31.4889055435;63.92672
31.490499988;63.92672
31.492099988;64.37376
31.493699988;64.37376
31.495299988;64.37376
31.4969055435;64.37376
31.4985166546;64.8208
31.5001277657;64.8208
31.5017388769;64.8208
31.503349988;64.8208
31.5049610991;64.8208
31.5065722102;64.8208
31.5081888769;64.8208
31.5098166546;65.26784
31.511449988;65.71488
31.5130833213;65.71488
31.5147166546;65.71488
31.516349988;65.71488
31.5179888769;65.71488
31.5196333213;66.16192
31.5212777657;66.16192
31.5229222102;66.16192
31.5245666546;66.16192
31.5262110991;66.16192
31.5278610991;66.16192
31.5295166546;66.60896
31.5311722102;66.60896
31.5328277657;66.60896
31.5344833213;66.60896
31.5361388768;66.60896
31.5377944324;66.60896
31.539449988;66.60896
31.5411055435;66.60896
31.5427610991;66.60896
31.5444166546;66.60896
31.5460722102;66.60896
31.5477333213;66.60896
31.549399988;67.056
31.5510610991;67.056
31.5527166546;66.60896
31.5543722102;66.60896
31.5560277657;66.60896
31.5576833213;66.60896
31.5593388768;66.60896
31.5609944324;66.60896
31.5626499879;66.60896
31.5643055435;66.60896
31.5659610991;66.60896
31.5676110991;66.60896
31.5692555435;66.16192
31.5708999879;66.16192
31.5725388768;66.16192
31.5741722102;65.71488
31.5758055435;65.71488
31.5774333213;65.71488
31.5790555435;65.26784
31.5806777657;65.26784
31.5822999879;65.26784
31.5839166546;65.26784
31.5855277657;64.8208
31.5871388768;64.8208
31.5887499879;64.8208
31.590361099;64.8208
31.5919666546;64.8208
31.5935666546;64.37376
31.5951666546;64.37376
31.5967666546;64.37376
31.5983666546;64.37376
31.599961099;64.37376
31.6015499879;63.92672
31.6031388768;63.92672
31.6047277657;63.92672
31.6063166546;63.92672
31.6079055435;63.92672
31.6094888768;63.92672
31.6110666546;63.47968
31.6126444324;63.47968
31.6142222101;63.47968
31.6157999879;63.47968
31.6173722101;63.47968
31.6189388768;63.03264
31.6205055435;63.03264
31.6220666546;63.03264
31.6236222101;62.5856
31.6251722101;62.5856
31.6267166546;62.13856
31.6282555435;62.13856
31.6297888768;61.69152
31.6313222101;61.69152
31.6328555435;61.69152
31.6343833213;61.69152
31.6359055435;61.24448
31.6374277657;61.24448
31.6389444324;61.24448
31.6404555435;60.79744
31.6419666546;60.79744
31.6434722101;60.79744
31.6449722101;60.3504
31.6464722101;60.3504
31.6479666546;60.3504
31.6494555435;59.90336
31.6509444324;59.90336
31.6524277657;59.90336
31.6539055435;59.45632
31.6553833212;59.45632
31.6568555435;59.45632
31.6583222101;59.00928
31.6597888768;59.00928
31.6612499879;59.00928
31.6627055435;58.56224
31.664161099;58.56224
31.665611099;58.56224
31.6670555435;58.1152
31.6684999879;58.1152
31.6699388768;58.1152
31.6713722101;57.66816
31.6728055435;57.66816
31.6742333212;57.66816
31.6756555435;57.22112
31.6770777657;57.22112
31.6784999879;57.22112
31.6799166546;57.22112
31.6813277657;56.77408
31.6827333212;56.77408
31.6841333212;56.32704
31.6855333212;56.32704
31.6869277657;56.32704
31.6883166546;55.88
31.6897055435;55.88
31.6910888768;55.88
31.6924666546;55.43296
31.6938444323;55.43296
31.6952166546;55.43296
31.6965833212;54.98592
31.6979499879;54.98592
31.699311099;54.98592
31.7006666546;54.53888
31.7020166546;54.53888
31.703361099;54.09184
31.7047055434;54.09184
31.7060444323;54.09184
31.7073777657;53.6448
31.708711099;53.6448
31.7100388768;53.6448
31.711361099;53.19776
31.7126833212;53.19776
31.7140055434;53.19776
31.7153277657;53.19776
31.7166444323;53.19776
31.7179499879;52.75072
31.7192499879;52.30368
31.7205444323;52.30368
31.7218333212;51.85664
31.7231222101;51.85664
31.7244055434;51.85664
31.7256833212;51.4096
31.726961099;51.4096
31.7282388768;51.4096
31.729511099;51.4096
31.7307777657;50.96256
31.7320388768;50.96256
31.7332944323;50.51552
31.7345499879;50.51552
31.7357999879;50.51552
31.7370444323;50.06848
31.7382888768;50.06848
31.7395277657;50.06848
31.740761099;49.62144
31.7419944323;49.62144
31.7432222101;49.62144
31.7444444323;49.1744
31.7456666545;49.1744
31.7468833212;49.1744
31.7480944323;48.72736
31.7492999879;48.72736
31.7504999879;48.28032
31.7516999879;48.28032
31.7528944323;48.28032
31.7540833212;47.83328
31.7552722101;47.83328
31.7564555434;47.83328
31.7576277656;47.38624
31.7587944323;46.9392
31.759961099;46.9392
31.7611277656;46.9392
31.7622944323;46.9392
31.763461099;46.9392
31.7646277656;46.9392
31.7657944323;46.9392
31.766961099;46.9392
31.7681222101;46.9392
31.7692833212;46.49216
31.7704499879;46.9392
31.7716166545;46.9392
31.7727833212;46.9392
31.7739499879;46.9392
31.7751166545;46.9392
31.7762833212;46.9392
31.7774499879;46.9392
31.7786166545;46.9392
31.7797888768;46.9392
31.7809666545;47.38624
31.7821444323;47.38624
31.7833222101;47.38624
31.7844999879;47.38624
31.7856777656;47.38624
31.7868555434;47.38624
31.7880333212;47.38624
31.789211099;47.38624
31.7903888767;47.38624
31.7915666545;47.38624
31.7927444323;47.38624
31.7939222101;47.38624
31.7950999879;47.38624
31.7962777656;47.38624
31.797461099;47.38624
31.7986499879;47.83328
31.7998388767;47.83328
31.8010333212;47.83328
31.8022333212;48.28032
31.8034388767;48.28032
31.8046499879;48.72736
31.8058666545;48.72736
31.8070888767;49.1744
31.8083166545;49.1744
31.8095499879;49.62144
31.8107888767;49.62144
31.8120333212;50.06848
31.8132777656;50.06848
31.8145277656;50.06848
31.8157833212;50.51552
31.8170444323;50.51552
31.818311099;50.96256
31.8195833212;50.96256
31.820861099;51.4096
31.8221388767;51.4096
31.8234222101;51.4096
31.8247166545;51.85664
31.8260166545;52.30368
31.8273166545;52.30368
31.8286222101;52.30368
31.8299333212;52.75072
31.8312444323;52.75072
31.832561099;52.75072
31.8338833212;53.19776
31.8352055434;53.19776
31.8365333212;53.19776
31.8378666545;53.6448
31.8391999878;53.6448
31.8405333212;53.6448
31.8418722101;53.6448
31.8432166545;54.09184
31.8445610989;54.09184
31.8459055434;54.09184
31.8472499878;54.09184
31.8485999878;54.09184
31.8499555434;54.53888
31.8513110989;54.53888
31.8526666545;54.53888
31.8540222101;54.53888
31.8553833212;54.53888
31.8567499878;54.98592
31.8581166545;54.98592
31.8594833212;54.98592
31.8608499878;54.98592
31.8622222101;54.98592
31.8635999878;55.43296
31.8649777656;55.43296
31.8663555434;55.43296
31.8677388767;55.43296
31.8691277656;55.88
31.8705166545;55.88
31.8719055434;55.88
31.8732999878;55.88
31.8746999878;56.32704
31.8760999878;56.32704
31.8774999878;56.32704
31.8788999878;56.32704
31.8803055434;56.32704
31.8817166545;56.77408
31.8831277656;56.77408
31.8845444323;56.77408
31.8859666545;57.22112
31.8873888767;57.22112
31.8888110989;57.22112
31.8902388767;57.22112
31.89167221;57.66816
31.8931055434;57.66816
31.8945444323;57.66816
31.8959888767;58.1152
31.8974333212;58.1152
31.8988777656;58.1152
31.9003277656;58.1152
31.9017833211;58.56224
31.9032388767;58.56224
31.9046999878;58.56224
31.9061666545;59.00928
31.9076333211;59.00928
31.9090999878;59.00928
31.91057221;59.00928
31.9120499878;59.45632
31.9135333211;59.45632
31.91502221;59.90336
31.9165110989;59.90336
31.9179999878;59.90336
31.9194944323;59.90336
31.9209944323;60.3504
31.9224944323;60.3504
31.9239944323;60.3504
31.9254999878;60.3504
31.9270110989;60.79744
31.92852221;60.79744
31.9300333211;60.79744
31.9315499878;60.79744
31.93307221;61.24448
31.9345944322;61.24448
31.93612221;61.24448
31.9376555434;61.69152
31.9391888767;61.69152
31.9407277656;61.69152
31.94227221;62.13856
31.9438166545;62.13856
31.9453666545;62.13856
31.94692221;62.5856
31.9484777656;62.5856
31.9500333211;62.5856
31.9515944322;62.5856
31.9531610989;63.03264
31.9547277656;63.03264
31.9562999878;63.03264
31.9578777656;63.47968
31.9594555433;63.47968
31.9610388767;63.47968
31.9626277656;63.92672
31.9642166545;63.92672
31.9658110989;63.92672
31.9674110989;64.37376
31.9690110989;64.37376
31.9706166545;64.37376
31.9722277656;64.8208
31.9738388767;64.8208
31.9754555433;64.8208
31.9770777656;65.26784
31.9786999878;65.26784
31.98032221;65.26784
31.9819499878;65.26784
31.9835833211;65.71488
31.9852166545;65.71488
31.9868499878;65.71488
31.9884888767;65.71488
31.9901333211;66.16192
31.9917777656;66.16192
31.99342221;66.16192
31.9950666544;66.16192
31.9967055433;66.16192
31.9983388767;65.71488
31.9999666544;65.71488
32.0015888767;65.26784
32.0032055433;65.26784
32.0048166544;64.8208
32.00642221;64.8208
32.00802221;64.37376
32.0096166544;64.37376
32.0112055433;63.92672
32.0127888767;63.92672
32.0143610989;63.47968
32.0159277655;63.03264
32.0174888767;63.03264
32.0190444322;62.5856
32.0205944322;62.5856
32.0221333211;62.13856
32.0236610989;61.69152
32.0251833211;61.24448
32.0266999878;61.24448
32.0282055433;60.79744
32.0297055433;60.3504
32.0311999878;60.3504
32.0326833211;59.90336
32.0341555433;59.45632
32.0356166544;59.00928
32.03707221;58.56224
32.03852221;58.56224
32.0399610989;58.1152
32.0413888767;57.66816
32.0428055433;57.22112
32.0442110989;56.77408
32.0456110989;56.32704
32.0470055433;56.32704
32.0483888766;55.88
32.0497666544;55.43296
32.0511388766;55.43296
32.0524999878;54.98592
32.0538555433;54.53888
32.0552055433;54.53888
32.0565444322;54.09184
32.05787221;53.6448
32.0591944322;53.19776
32.0605110989;53.19776
32.0618166544;52.75072
32.0631110989;52.30368
32.0643944322;51.85664
32.0656666544;51.4096
32.0669277655;50.96256
32.0681777655;50.51552
32.06942221;50.06848
32.0706610989;50.06848
32.0718888766;49.62144
32.0731110989;49.1744
32.0743277655;49.1744
32.0755388766;48.72736
32.0767444322;48.72736
32.0779388766;48.28032
32.07912221;47.83328
32.0802944322;47.38624
32.0814555433;46.9392
32.0826110989;46.49216
32.0837610989;46.49216
32.0848999877;46.04512
32.0860333211;45.59808
32.0871610989;45.59808
32.0882777655;45.15104
32.0893833211;44.704
32.0904833211;44.25696
32.0915777655;44.25696
32.0926666544;43.80992
32.0937499877;43.80992
32.0948277655;43.36288
32.0958999877;43.36288
32.0969610989;42.91584
32.0980166544;42.4688
32.09907221;42.4688
32.10012221;42.4688
32.1011666544;42.02176
32.1022055433;42.02176
32.1032388766;41.57472
32.1042666544;41.57472
32.1052888766;41.12768
32.1063055433;41.12768
32.1073166544;40.68064
32.10832221;40.68064
32.10932221;40.2336
32.1103166544;40.2336
32.1113055433;39.78656
32.1122944322;39.78656
32.1132777655;39.78656
32.1142555433;39.33952
32.1152277655;39.33952
32.1161944322;38.89248
32.1171610988;38.89248
32.11812221;38.89248
32.1190777655;38.44544
32.1200277655;38.44544
32.12097221;37.9984
32.1219110988;37.9984
32.1228444322;37.55136
32.12377221;37.55136
32.1246944322;37.10432
32.1256110988;37.10432
32.12652221;36.65728
32.1274277655;36.65728
32.1283277655;36.21024
32.12922221;36.21024
32.1301110988;35.7632
32.1309944322;35.7632
32.1318722099;35.31616
32.1327444322;35.31616
32.1336110988;34.86912
32.1344722099;34.86912
32.1353277655;34.42208
32.1361833211;34.42208
32.1370333211;34.42208
32.1378777655;33.97504
32.1387166544;33.97504
32.1395499877;33.528
32.1403777655;33.528
32.1411999877;33.08096
32.1420222099;33.08096
32.1428388766;33.08096
32.1436499877;32.63392
32.1444610988;32.63392
32.1452666544;32.63392
32.1460666544;32.18688
32.1468666544;32.18688
32.1476610988;32.18688
32.1484499877;31.73984
32.1492388766;31.73984
32.1500277655;31.73984
32.1508110988;31.73984
32.1515888766;31.2928
32.1523666544;31.2928
32.1531388766;31.2928
32.1539055433;30.84576
32.1546722099;30.84576
32.1554388766;30.84576
32.1561999877;30.84576
32.1569555433;30.39872
32.1577110988;30.39872
32.1584666544;30.39872
32.1592222099;30.39872
32.1599777655;30.39872
32.1607388766;30.39872
32.1615055433;30.84576
32.1622722099;30.84576
32.1630388766;30.84576
32.1638055433;30.84576
32.1645722099;30.84576
32.1653444322;30.84576
32.1661222099;31.2928
32.1668999877;31.2928
32.1676777655;31.2928
32.1684555433;31.2928
32.1692388766;31.2928
32.1700277655;31.73984
32.1708166544;31.73984
32.1716110988;31.73984
32.1724110988;32.18688
32.1732110988;32.18688
32.1740166544;32.18688
32.1748277655;32.63392
32.1756388766;32.63392
32.1764555433;32.63392
32.1772777655;33.08096
32.1780999877;33.08096
32.1789222099;33.08096
32.1797444322;33.08096
32.1805666544;33.08096
32.1813944322;33.08096
32.1822277655;33.528
32.1830610988;33.528
32.1838999877;33.528
32.1847444322;33.97504
32.1855944322;33.97504
32.1864555433;34.42208
32.1873222099;34.86912
32.1881888766;34.86912
32.1890610988;34.86912
32.1899388766;35.31616
32.1908222099;35.31616
32.1917166544;35.7632
32.1926166544;36.21024
32.1935222099;36.21024
32.194433321;36.65728
32.1953499877;36.65728
32.1962722099;37.10432
32.1971999877;37.10432
32.198133321;37.55136
32.1990722099;37.55136
32.2000222099;37.9984
32.2009777655;38.44544
32.2019388766;38.44544
32.2029110988;38.89248
32.2038944321;39.33952
32.204883321;39.78656
32.2058777655;39.78656
32.2068777655;40.2336
32.207883321;40.2336
32.2088944321;40.68064
32.2099110988;40.68064
32.210933321;41.12768
32.2119610988;41.12768
32.2129999877;41.57472
32.2140444321;42.02176
32.2150944321;42.02176
32.2161499877;42.4688
32.2172110988;42.4688
32.218283321;42.91584
32.2193610988;43.36288
32.2204444321;43.36288
32.221533321;43.80992
32.2226277655;43.80992
32.2237277655;44.25696
32.224833321;44.25696
32.2259499877;44.704
32.2270722099;45.15104
32.2281999877;45.15104
32.229333321;45.59808
32.2304722099;45.59808
32.2316166544;46.04512
32.2327666544;46.04512
32.2339222099;46.49216
32.235083321;46.49216
32.2362499877;46.9392
32.2374222099;46.9392
32.2386055432;47.38624
32.2397944321;47.83328
32.2409888766;47.83328
32.2421888766;48.28032
32.2433888766;48.28032
32.2445944321;48.28032
32.2458110988;48.72736
32.247033321;49.1744
32.2482610988;49.1744
32.2494944321;49.62144
32.2507277655;49.62144
32.2519666543;49.62144
32.2532110988;50.06848
32.2544610988;50.06848
32.2557166543;50.51552
32.2569722099;50.51552
32.2582277655;50.51552
32.2594888766;50.51552
32.2607555432;50.96256
32.2620222099;50.96256
32.2632944321;50.96256
32.2645722099;51.4096
32.2658499877;51.4096
32.2671277655;51.4096
32.2684166543;51.4096
32.2697166543;52.30368
32.2710222099;52.30368
32.272333321;52.75072
32.2736444321;52.75072
32.2749610988;52.75072
32.276283321;53.19776
32.2776110988;53.19776
32.2789444321;53.6448
32.280283321;53.6448
32.2816277654;54.09184
32.2829722099;54.09184
32.2843222099;54.09184
32.2856777654;54.53888
32.287033321;54.53888
32.2883944321;54.53888
32.2897610988;54.98592
32.291133321;54.98592
32.2925110988;55.43296
32.2938888766;55.43296
32.2952722099;55.43296
32.2966610988;55.88
32.2980555432;55.88
32.2994555432;56.32704
32.3008555432;56.32704
32.3022610988;56.32704
32.3036722099;56.77408
32.3050888766;56.77408
32.3065110988;57.22112
32.307933321;57.22112
32.3093610988;57.22112
32.3107944321;57.66816
32.3122277654;57.66816
32.3136666543;57.66816
32.3151110988;58.1152
32.3165555432;58.1152
32.3180055432;58.1152
32.3194610988;58.56224
32.3209166543;58.56224
32.3223722099;58.56224
32.323833321;58.56224
32.3252999877;59.00928
32.3267666543;59.00928
32.3282388765;59.00928
32.3297166543;59.45632
32.3311944321;59.45632
32.3326777654;59.45632
32.3341666543;59.90336
32.3356555432;59.90336
32.3371499876;59.90336
32.3386499876;60.3504
32.3401499876;60.3504
32.3416555432;60.3504
32.3431666543;60.79744
32.3446777654;60.79744
32.3461888765;60.79744
32.3477055432;60.79744
32.3492277654;61.24448
32.3507499876;61.24448
32.3522722099;61.24448
32.3537944321;61.24448
32.3553166543;61.24448
32.3568388765;61.24448
32.3583666543;61.24448
32.3599055432;61.69152
32.3614499876;62.13856
32.3629944321;62.13856
32.3645388765;62.13856
32.366083321;62.13856
32.3676277654;62.13856
32.3691777654;62.13856
32.370733321;62.5856
32.3722888765;62.5856
32.3738444321;62.5856
32.3754055432;62.5856
32.3769722099;63.03264
32.3785388765;63.03264
32.3801110987;63.03264
32.3816888765;63.47968
32.3832666543;63.47968
32.3848444321;63.47968
32.3864277654;63.47968
32.3880166543;63.92672
32.3896055432;63.92672
32.3911944321;63.92672
32.3927888765;63.92672
32.3943888765;64.37376
32.3959888765;64.37376
32.3975888765;64.37376
32.3991944321;64.37376
32.4008055432;64.8208
32.4024166543;64.8208
32.4040277654;64.8208
32.4056444321;64.8208
32.4072666543;65.26784
32.4088888765;65.26784
32.4105110987;65.26784
32.4121388765;65.26784
32.4137722098;65.71488
32.4154055432;65.71488
32.4170388765;65.71488
32.4186722098;65.71488
32.4203110987;65.71488
32.4219555432;66.16192
32.4235999876;66.16192
32.4252444321;66.16192
32.4268888765;66.16192
32.4285388765;66.16192
32.4301944321;66.60896
32.4318499876;66.60896
32.4335110987;66.60896
32.4351777654;67.056
32.4368444321;67.056
32.4385110987;67.056
32.4401777654;67.056
32.4418499876;67.056
32.4435277654;67.50304
32.4452055432;67.50304
32.4468833209;67.50304
32.4485610987;67.50304
32.4502388765;67.50304
32.4519222098;67.50304
32.4536110987;67.95008
32.4552999876;67.95008
32.4569888765;67.95008
32.4586777654;67.95008
32.4603722098;67.95008
32.4620722098;68.39712
32.4637722098;68.39712
32.4654722098;68.39712
32.4671777654;68.39712
32.4688888765;68.84416
32.4705999876;68.84416
32.4723110987;68.84416
32.4740222098;68.84416
32.4757333209;68.84416
32.4774499876;68.84416
32.4791722098;69.2912
32.4808888765;69.2912
32.4825999876;68.84416
32.4843110987;68.84416
32.4860222098;68.84416
32.4877333209;68.84416
32.489444432;68.84416
32.4911555431;68.84416
32.4928722098;68.84416
32.494594432;69.2912
32.4963166543;69.2912
32.4980388765;69.2912
32.4997610987;69.2912
32.5014833209;69.2912
32.5032055431;69.2912
32.5049277654;69.2912
32.5066499876;69.2912
32.5083722098;69.2912
32.5100999876;69.2912
32.5118388765;69.73824
32.5135833209;70.18528
32.5153277654;70.18528
32.5170722098;70.18528
32.5188166542;70.18528
32.5205666542;70.18528
32.5223222098;70.63232
32.5240777654;70.63232
32.5258333209;70.63232
32.5275888765;70.63232
32.529344432;70.63232
32.5311055431;70.63232
32.5328722098;71.07936
32.5346388765;71.07936
32.5364055431;71.07936
32.5381722098;71.07936
32.5399388765;71.07936
32.5417055431;71.07936
32.5434777653;71.07936
32.5452555431;71.5264
32.5470333209;71.5264
32.5488110987;71.5264
32.5505888765;71.5264
32.5523666542;71.5264
32.5541499876;71.5264
32.5559388765;71.97344
32.5577277653;71.97344
32.5595166542;71.97344
32.5613055431;71.97344
32.563094432;71.97344
32.5648833209;71.97344
32.5666777653;71.97344
32.5684777653;72.42048
32.5702777653;72.42048
32.5720777653;72.42048
32.5738777653;72.42048
32.5756777653;72.42048
